"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Remoteness","Description1","Description2","Description3","Description4","Description5","Description6","Description7","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Total","Aust"
"CtG10A.2","2016","Age-standardised imprisonment rate","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","People in prison custody at 30 June","","","","","","","","ABS Prisoners in Australia","no.","3037","535","2461","2403","571","92","105","1393","","10596"
"CtG10A.2","2016","Age-standardised imprisonment rate","18+ years old","All people","Non-Indigenous people","All areas","People in prison custody at 30 June","","","","","","","","ABS Prisoners in Australia","no.","9586","5979","5281","3927","2381","476","328","270","","28216"
"CtG10A.2","2016","Age-standardised imprisonment rate","18+ years old","All people","Indigenous status not stated","All areas","People in prison custody at 30 June","","","","","","","","ABS Prisoners in Australia","no.","13","9","0","0","0","0","9","0","","26"
"CtG10A.3","2025","Imprisonment rate","18+ years old","Males","Aboriginal and Torres Strait Islander people","All areas","Age-standardised imprisonment rate per 100000 adults at 30 June","","","","","","","","ABS Prisoners in Australia","rate (AS)","3605.9","3037.8","4094.8","7215.8","4427.9","1772.1","3294.3","7769.4","","4496.9"
"CtG10A.3","2025","Imprisonment rate","18+ years old","Females","Aboriginal and Torres Strait Islander people","All areas","Age-standardised imprisonment rate per 100000 adults at 30 June","","","","","","","","ABS Prisoners in Australia","rate (AS)","345.6","193.2","510.6","1208.5","683.7","na","na","646.3","","520.4"
"CtG10A.3","2025","Imprisonment rate","18+ years old","Males","Non-Indigenous people","All areas","Age-standardised imprisonment rate per 100000 adults at 30 June","","","","","","","","ABS Prisoners in Australia","rate (AS)","266.5","199.6","325.6","391.5","359.6","270.7","155.8","413.5","","279.7"
"CtG10A.3","2025","Imprisonment rate","18+ years old","Females","Non-Indigenous people","All areas","Age-standardised imprisonment rate per 100000 adults at 30 June","","","","","","","","ABS Prisoners in Australia","rate (AS)","16.6","10.6","28.7","36.9","24.4","27.2","na","na","","20.1"
"CtG10A.3","2024","Imprisonment rate","18+ years old","Males","Aboriginal and Torres Strait Islander people","All areas","Age-standardised imprisonment rate per 100000 adults at 30 June","","","","","","","","ABS Prisoners in Australia","rate (AS)","3408.2","2543.9","3925.0","6882.2","4424.4","1631.5","3336.5","6418.1","","4184.6"
"CtG10A.3","2024","Imprisonment rate","18+ years old","Females","Aboriginal and Torres Strait Islander people","All areas","Age-standardised imprisonment rate per 100000 adults at 30 June","","","","","","","","ABS Prisoners in Australia","rate (AS)","329.6","121.1","528.8","1052.4","545.9","185.3","na","399.6","","469.1"
"CtG10A.3","2024","Imprisonment rate","18+ years old","Males","Non-Indigenous people","All areas","Age-standardised imprisonment rate per 100000 adults at 30 June","","","","","","","","ABS Prisoners in Australia","rate (AS)","274.8","185.4","325.0","372.6","364.0","306.2","142.8","348.4","","275.8"
"CtG10A.3","2024","Imprisonment rate","18+ years old","Females","Non-Indigenous people","All areas","Age-standardised imprisonment rate per 100000 adults at 30 June","","","","","","","","ABS Prisoners in Australia","rate (AS)","16.2","8.6","28.2","34.5","22.2","22.5","na","na","","18.8"
"CtG10A.3","2023","Imprisonment rate","18+ years old","Males","Aboriginal and Torres Strait Islander people","All areas","Age-standardised imprisonment rate per 100000 adults at 30 June","","","","","","","","ABS Prisoners in Australia","rate (AS)","2911.2","2858.5","3613.5","5721.4","3882.5","1482.2","2588.2","6009.1","","3733.6"
"CtG10A.3","2023","Imprisonment rate","18+ years old","Females","Aboriginal and Torres Strait Islander people","All areas","Age-standardised imprisonment rate per 100000 adults at 30 June","","","","","","","","ABS Prisoners in Australia","rate (AS)","256.9","99.9","466.4","831.9","410.0","na","na","356.9","","384.7"
"CtG10A.3","2023","Imprisonment rate","18+ years old","Males","Non-Indigenous people","All areas","Age-standardised imprisonment rate per 100000 adults at 30 June","","","","","","","","ABS Prisoners in Australia","rate (AS)","284.3","211.3","326.1","348.5","335.3","294.8","144.3","330.8","","280.9"
"CtG10A.3","2023","Imprisonment rate","18+ years old","Females","Non-Indigenous people","All areas","Age-standardised imprisonment rate per 100000 adults at 30 June","","","","","","","","ABS Prisoners in Australia","rate (AS)","18.3","10.4","28.8","33.1","23.7","19.6","na","na","","20.0"
"CtG10A.3","2022","Imprisonment rate","18+ years old","Males","Aboriginal and Torres Strait Islander people","All areas","Age-standardised imprisonment rate per 100000 adults at 30 June","","","","","","","","ABS Prisoners in Australia","rate (AS)","3014.5","2517.8","3361.5","5229.9","3993.1","1194.7","2638.6","5491.3","","3560.9"
"CtG10A.3","2022","Imprisonment rate","18+ years old","Females","Aboriginal and Torres Strait Islander people","All areas","Age-standardised imprisonment rate per 100000 adults at 30 June","","","","","","","","ABS Prisoners in Australia","rate (AS)","292.8","136.1","382.1","599.0","442.1","na","na","349.8","","348.5"
"CtG10A.3","2022","Imprisonment rate","18+ years old","Males","Non-Indigenous people","All areas","Age-standardised imprisonment rate per 100000 adults at 30 June","","","","","","","","ABS Prisoners in Australia","rate (AS)","292.2","223.9","311.4","354.2","343.2","248.2","150.1","328.2","","284.2"
"CtG10A.3","2022","Imprisonment rate","18+ years old","Females","Non-Indigenous people","All areas","Age-standardised imprisonment rate per 100000 adults at 30 June","","","","","","","","ABS Prisoners in Australia","rate (AS)","17.8","12.3","27.4","33.5","22.4","17.5","na","na","","20.1"
"CtG10A.3","2021","Imprisonment rate","18+ years old","Males","Aboriginal and Torres Strait Islander people","All areas","Age-standardised imprisonment rate per 100000 adults at 30 June","","","","","","","","ABS Prisoners in Australia","rate (AS)","3069.8","2811.6","3495.9","5497.8","4018.6","1303.6","2591.8","5017.3","","3642.6"
"CtG10A.3","2021","Imprisonment rate","18+ years old","Females","Aboriginal and Torres Strait Islander people","All areas","Age-standardised imprisonment rate per 100000 adults at 30 June","","","","","","","","ABS Prisoners in Australia","rate (AS)","284.1","177.9","416.7","757.5","535.1","184.4","na","389.2","","390.6"
"CtG10A.3","2021","Imprisonment rate","18+ years old","Males","Non-Indigenous people","All areas","Age-standardised imprisonment rate per 100000 adults at 30 June","","","","","","","","ABS Prisoners in Australia","rate (AS)","317.4","248.9","343.6","386.7","363.2","254.1","153.0","350.6","","310.2"
"CtG10A.3","2021","Imprisonment rate","18+ years old","Females","Non-Indigenous people","All areas","Age-standardised imprisonment rate per 100000 adults at 30 June","","","","","","","","ABS Prisoners in Australia","rate (AS)","20.1","14.0","31.3","35.5","25.3","20.3","na","na","","22.4"
"CtG10A.3","2020","Imprisonment rate","18+ years old","Males","Aboriginal and Torres Strait Islander people","All areas","Age-standardised imprisonment rate per 100000 adults at 30 June","","","","","","","","ABS Prisoners in Australia","rate (AS)","2872.8","2724.7","3119.5","5489.0","3951.5","1315.3","2894.9","4614.2","","3435.7"
"CtG10A.3","2020","Imprisonment rate","18+ years old","Females","Aboriginal and Torres Strait Islander people","All areas","Age-standardised imprisonment rate per 100000 adults at 30 June","","","","","","","","ABS Prisoners in Australia","rate (AS)","258.7","157.0","329.5","830.5","435.9","na","511.0","277.2","","349.1"
"CtG10A.3","2020","Imprisonment rate","18+ years old","Males","Non-Indigenous people","All areas","Age-standardised imprisonment rate per 100000 adults at 30 June","","","","","","","","ABS Prisoners in Australia","rate (AS)","310.4","245.1","300.0","390.7","350.1","273.0","185.2","353.4","","298.7"
"CtG10A.3","2020","Imprisonment rate","18+ years old","Females","Non-Indigenous people","All areas","Age-standardised imprisonment rate per 100000 adults at 30 June","","","","","","","","ABS Prisoners in Australia","rate (AS)","19.7","13.7","26.4","41.0","27.2","28.2","na","31.7","","22.2"
"CtG10A.3","2019","Imprisonment rate","18+ years old","Males","Aboriginal and Torres Strait Islander people","All areas","Age-standardised imprisonment rate per 100000 adults at 30 June","","","","","","","","ABS Prisoners in Australia","rate (AS)","2996.9","3125.8","2957.7","5651.6","3898.3","1269.3","2882.9","4879.0","","3506.9"
"CtG10A.3","2019","Imprisonment rate","18+ years old","Females","Aboriginal and Torres Strait Islander people","All areas","Age-standardised imprisonment rate per 100000 adults at 30 June","","","","","","","","ABS Prisoners in Australia","rate (AS)","286.9","331.1","341.6","786.0","391.5","na","na","336.2","","370.4"
"CtG10A.3","2019","Imprisonment rate","18+ years old","Males","Non-Indigenous people","All areas","Age-standardised imprisonment rate per 100000 adults at 30 June","","","","","","","","ABS Prisoners in Australia","rate (AS)","331.7","280.1","315.0","410.3","341.5","301.0","202.0","378.4","","320.4"
"CtG10A.3","2019","Imprisonment rate","18+ years old","Females","Non-Indigenous people","All areas","Age-standardised imprisonment rate per 100000 adults at 30 June","","","","","","","","ABS Prisoners in Australia","rate (AS)","22.9","20.2","31.5","44.3","23.0","26.3","12.5","30.5","","26.0"
"CtG10A.4","2025","Imprisonment rate","18-24 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Imprisonment rate per 100000 people at 30 June","","","","","","","","ABS (unpublished) Prisoners in Australia","rate","1517.9","894.1","2300.4","3062.4","1539.1","750.9","1953.4","4872.2","","2094.3"
"CtG10A.4","2025","Imprisonment rate","25-29 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Imprisonment rate per 100000 people at 30 June","","","","","","","","ABS (unpublished) Prisoners in Australia","rate","2867.9","2350.1","3595.5","6488.3","3185.0","1662.7","1585.8","6025.3","","3680.3"
"CtG10A.4","2025","Imprisonment rate","30-34 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Imprisonment rate per 100000 people at 30 June","","","","","","","","ABS (unpublished) Prisoners in Australia","rate","3498.9","3295.5","4176.6","8188.6","4385.8","1935.2","2805.8","7134.2","","4550.9"
"CtG10A.4","2025","Imprisonment rate","35-39 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Imprisonment rate per 100000 people at 30 June","","","","","","","","ABS (unpublished) Prisoners in Australia","rate","3666.2","3109.7","4307.4","8092.6","4969.3","1471.3","3309.4","6526.1","","4634.6"
"CtG10A.4","2025","Imprisonment rate","40-44 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Imprisonment rate per 100000 people at 30 June","","","","","","","","ABS (unpublished) Prisoners in Australia","rate","3241.5","2978.0","3266.4","6494.9","4237.3","1576.5","2963.0","5992.2","","3927.7"
"CtG10A.4","2025","Imprisonment rate","45-49 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Imprisonment rate per 100000 people at 30 June","","","","","","","","ABS (unpublished) Prisoners in Australia","rate","2382.7","2116.9","2552.1","4947.3","3397.0","1262.6","1506.6","4940.7","","2973.2"
"CtG10A.4","2025","Imprisonment rate","50-54 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Imprisonment rate per 100000 people at 30 June","","","","","","","","ABS (unpublished) Prisoners in Australia","rate","1347.7","837.8","1322.7","3010.1","2298.4","358.6","1781.7","2848.9","","1655.8"
"CtG10A.4","2025","Imprisonment rate","55+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Imprisonment rate per 100000 people at 30 June","","","","","","","","ABS (unpublished) Prisoners in Australia","rate","354.4","326.0","361.9","855.3","531.4","144.8","584.8","928.9","","453.5"
"CtG10A.4","2025","Imprisonment rate","18-24 years old","All people","Non-Indigenous people","All areas","Imprisonment rate per 100000 people at 30 June","","","","","","","","ABS (unpublished) Prisoners in Australia","rate","93.6","77.4","142.7","143.8","100.6","110.7","66.4","167.4","","104.9"
"CtG10A.4","2025","Imprisonment rate","25-29 years old","All people","Non-Indigenous people","All areas","Imprisonment rate per 100000 people at 30 June","","","","","","","","ABS (unpublished) Prisoners in Australia","rate","174.7","139.3","256.0","254.8","216.2","205.4","99.5","176.6","","191.9"
"CtG10A.4","2025","Imprisonment rate","30-34 years old","All people","Non-Indigenous people","All areas","Imprisonment rate per 100000 people at 30 June","","","","","","","","ABS (unpublished) Prisoners in Australia","rate","229.3","186.1","327.6","379.1","295.5","231.6","155.8","336.1","","257.3"
"CtG10A.4","2025","Imprisonment rate","35-39 years old","All people","Non-Indigenous people","All areas","Imprisonment rate per 100000 people at 30 June","","","","","","","","ABS (unpublished) Prisoners in Australia","rate","232.9","177.9","311.1","352.6","326.4","262.3","125.3","371.7","","252.5"
"CtG10A.4","2025","Imprisonment rate","40-44 years old","All people","Non-Indigenous people","All areas","Imprisonment rate per 100000 people at 30 June","","","","","","","","ABS (unpublished) Prisoners in Australia","rate","209.7","150.4","255.7","343.1","315.3","295.7","80.8","244.7","","224.3"
